"UF";"Abrangência";"Partido";"Eleitores";"%"
"ES";"AFONSO CLÁUDIO";"AVANTE";"68";"0,021"
"ES";"AFONSO CLÁUDIO";"CIDADANIA";"144";"0,045"
"ES";"AFONSO CLÁUDIO";"DC";"52";"0,016"
"ES";"AFONSO CLÁUDIO";"DEM";"128";"0,040"
"ES";"AFONSO CLÁUDIO";"MDB";"635";"0,197"
"ES";"AFONSO CLÁUDIO";"NOVO";"2";"0,001"
"ES";"AFONSO CLÁUDIO";"PATRIOTA";"54";"0,017"
"ES";"AFONSO CLÁUDIO";"PCDOB";"54";"0,017"
"ES";"AFONSO CLÁUDIO";"PDT";"281";"0,087"
"ES";"AFONSO CLÁUDIO";"PL";"126";"0,039"
"ES";"AFONSO CLÁUDIO";"PMB";"23";"0,007"
"ES";"AFONSO CLÁUDIO";"PMN";"100";"0,031"
"ES";"AFONSO CLÁUDIO";"PODE";"107";"0,033"
"ES";"AFONSO CLÁUDIO";"PP";"478";"0,148"
"ES";"AFONSO CLÁUDIO";"PROS";"11";"0,003"
"ES";"AFONSO CLÁUDIO";"PRTB";"16";"0,005"
"ES";"AFONSO CLÁUDIO";"PSB";"177";"0,055"
"ES";"AFONSO CLÁUDIO";"PSC";"99";"0,031"
"ES";"AFONSO CLÁUDIO";"PSD";"77";"0,024"
"ES";"AFONSO CLÁUDIO";"PSDB";"249";"0,077"
"ES";"AFONSO CLÁUDIO";"PSL";"30";"0,009"
"ES";"AFONSO CLÁUDIO";"PSOL";"5";"0,002"
"ES";"AFONSO CLÁUDIO";"PSTU";"1";"0,000"
"ES";"AFONSO CLÁUDIO";"PT";"316";"0,098"
"ES";"AFONSO CLÁUDIO";"PTB";"218";"0,068"
"ES";"AFONSO CLÁUDIO";"PTC";"49";"0,015"
"ES";"AFONSO CLÁUDIO";"PV";"62";"0,019"
"ES";"AFONSO CLÁUDIO";"REDE";"45";"0,014"
"ES";"AFONSO CLÁUDIO";"REPUBLICANOS";"69";"0,021"
"ES";"AFONSO CLÁUDIO";"SOLIDARIEDADE";"45";"0,014"
"ES";"ÁGUA DOCE DO NORTE";"AVANTE";"27";"0,008"
"ES";"ÁGUA DOCE DO NORTE";"CIDADANIA";"27";"0,008"
"ES";"ÁGUA DOCE DO NORTE";"DC";"8";"0,002"
"ES";"ÁGUA DOCE DO NORTE";"DEM";"97";"0,030"
"ES";"ÁGUA DOCE DO NORTE";"MDB";"131";"0,041"
"ES";"ÁGUA DOCE DO NORTE";"PATRIOTA";"46";"0,014"
"ES";"ÁGUA DOCE DO NORTE";"PCDOB";"10";"0,003"
"ES";"ÁGUA DOCE DO NORTE";"PDT";"140";"0,043"
"ES";"ÁGUA DOCE DO NORTE";"PL";"66";"0,020"
"ES";"ÁGUA DOCE DO NORTE";"PMN";"31";"0,010"
"ES";"ÁGUA DOCE DO NORTE";"PODE";"175";"0,054"
"ES";"ÁGUA DOCE DO NORTE";"PP";"275";"0,085"
"ES";"ÁGUA DOCE DO NORTE";"PROS";"24";"0,007"
"ES";"ÁGUA DOCE DO NORTE";"PRTB";"17";"0,005"
"ES";"ÁGUA DOCE DO NORTE";"PSB";"161";"0,050"
"ES";"ÁGUA DOCE DO NORTE";"PSC";"52";"0,016"
"ES";"ÁGUA DOCE DO NORTE";"PSD";"67";"0,021"
"ES";"ÁGUA DOCE DO NORTE";"PSDB";"100";"0,031"
"ES";"ÁGUA DOCE DO NORTE";"PSOL";"3";"0,001"
"ES";"ÁGUA DOCE DO NORTE";"PT";"120";"0,037"
"ES";"ÁGUA DOCE DO NORTE";"PTB";"128";"0,040"
"ES";"ÁGUA DOCE DO NORTE";"PTC";"12";"0,004"
"ES";"ÁGUA DOCE DO NORTE";"PV";"26";"0,008"
"ES";"ÁGUA DOCE DO NORTE";"REPUBLICANOS";"80";"0,025"
"ES";"ÁGUA DOCE DO NORTE";"SOLIDARIEDADE";"12";"0,004"
"ES";"ÁGUIA BRANCA";"AVANTE";"14";"0,004"
"ES";"ÁGUIA BRANCA";"CIDADANIA";"119";"0,037"
"ES";"ÁGUIA BRANCA";"DC";"3";"0,001"
"ES";"ÁGUIA BRANCA";"DEM";"60";"0,019"
"ES";"ÁGUIA BRANCA";"MDB";"170";"0,053"
"ES";"ÁGUIA BRANCA";"PATRIOTA";"75";"0,023"
"ES";"ÁGUIA BRANCA";"PCDOB";"3";"0,001"
"ES";"ÁGUIA BRANCA";"PDT";"40";"0,012"
"ES";"ÁGUIA BRANCA";"PL";"36";"0,011"
"ES";"ÁGUIA BRANCA";"PMN";"5";"0,002"
"ES";"ÁGUIA BRANCA";"PODE";"11";"0,003"
"ES";"ÁGUIA BRANCA";"PP";"98";"0,030"
"ES";"ÁGUIA BRANCA";"PROS";"8";"0,002"
"ES";"ÁGUIA BRANCA";"PRTB";"2";"0,001"
"ES";"ÁGUIA BRANCA";"PSB";"178";"0,055"
"ES";"ÁGUIA BRANCA";"PSC";"24";"0,007"
"ES";"ÁGUIA BRANCA";"PSD";"52";"0,016"
"ES";"ÁGUIA BRANCA";"PSDB";"173";"0,054"
"ES";"ÁGUIA BRANCA";"PSL";"6";"0,002"
"ES";"ÁGUIA BRANCA";"PSOL";"7";"0,002"
"ES";"ÁGUIA BRANCA";"PT";"139";"0,043"
"ES";"ÁGUIA BRANCA";"PTB";"131";"0,041"
"ES";"ÁGUIA BRANCA";"PTC";"16";"0,005"
"ES";"ÁGUIA BRANCA";"PV";"39";"0,012"
"ES";"ÁGUIA BRANCA";"REDE";"7";"0,002"
"ES";"ÁGUIA BRANCA";"REPUBLICANOS";"16";"0,005"
"ES";"ÁGUIA BRANCA";"SOLIDARIEDADE";"13";"0,004"
"ES";"ALEGRE";"AVANTE";"69";"0,021"
"ES";"ALEGRE";"CIDADANIA";"148";"0,046"
"ES";"ALEGRE";"DC";"11";"0,003"
"ES";"ALEGRE";"DEM";"137";"0,042"
"ES";"ALEGRE";"MDB";"368";"0,114"
"ES";"ALEGRE";"NOVO";"2";"0,001"
"ES";"ALEGRE";"PATRIOTA";"37";"0,011"
"ES";"ALEGRE";"PCDOB";"44";"0,014"
"ES";"ALEGRE";"PDT";"337";"0,104"
"ES";"ALEGRE";"PL";"112";"0,035"
"ES";"ALEGRE";"PMB";"27";"0,008"
"ES";"ALEGRE";"PMN";"34";"0,011"
"ES";"ALEGRE";"PODE";"76";"0,024"
"ES";"ALEGRE";"PP";"467";"0,145"
"ES";"ALEGRE";"PROS";"17";"0,005"
"ES";"ALEGRE";"PRTB";"28";"0,009"
"ES";"ALEGRE";"PSB";"147";"0,046"
"ES";"ALEGRE";"PSC";"55";"0,017"
"ES";"ALEGRE";"PSD";"88";"0,027"
"ES";"ALEGRE";"PSDB";"350";"0,108"
"ES";"ALEGRE";"PSL";"18";"0,006"
"ES";"ALEGRE";"PSOL";"4";"0,001"
"ES";"ALEGRE";"PSTU";"3";"0,001"
"ES";"ALEGRE";"PT";"290";"0,090"
"ES";"ALEGRE";"PTB";"303";"0,094"
"ES";"ALEGRE";"PTC";"127";"0,039"
"ES";"ALEGRE";"PV";"117";"0,036"
"ES";"ALEGRE";"REDE";"12";"0,004"
"ES";"ALEGRE";"REPUBLICANOS";"51";"0,016"
"ES";"ALEGRE";"SOLIDARIEDADE";"83";"0,026"
"ES";"ALFREDO CHAVES";"AVANTE";"1";"0,000"
