"UF";"Abrangência";"Partido";"Eleitores";"%"
"PR";"ABATIÁ";"DEM";"59";"0,006"
"PR";"ABATIÁ";"MDB";"94";"0,009"
"PR";"ABATIÁ";"PDT";"37";"0,004"
"PR";"ABATIÁ";"PHS";"96";"0,009"
"PR";"ABATIÁ";"PP";"126";"0,012"
"PR";"ABATIÁ";"PPS";"15";"0,001"
"PR";"ABATIÁ";"PR";"17";"0,002"
"PR";"ABATIÁ";"PRB";"15";"0,001"
"PR";"ABATIÁ";"PROS";"9";"0,001"
"PR";"ABATIÁ";"PRP";"11";"0,001"
"PR";"ABATIÁ";"PSB";"16";"0,002"
"PR";"ABATIÁ";"PSC";"7";"0,001"
"PR";"ABATIÁ";"PSD";"26";"0,002"
"PR";"ABATIÁ";"PSDB";"49";"0,005"
"PR";"ABATIÁ";"PSL";"1";"0,000"
"PR";"ABATIÁ";"PT";"32";"0,003"
"PR";"ABATIÁ";"PTB";"116";"0,011"
"PR";"ABATIÁ";"SD";"11";"0,001"
"PR";"ADRIANÓPOLIS";"DEM";"22";"0,002"
"PR";"ADRIANÓPOLIS";"MDB";"96";"0,009"
"PR";"ADRIANÓPOLIS";"NOVO";"1";"0,000"
"PR";"ADRIANÓPOLIS";"PATRI";"23";"0,002"
"PR";"ADRIANÓPOLIS";"PDT";"55";"0,005"
"PR";"ADRIANÓPOLIS";"PP";"156";"0,015"
"PR";"ADRIANÓPOLIS";"PPS";"28";"0,003"
"PR";"ADRIANÓPOLIS";"PR";"45";"0,004"
"PR";"ADRIANÓPOLIS";"PRB";"5";"0,000"
"PR";"ADRIANÓPOLIS";"PRP";"40";"0,004"
"PR";"ADRIANÓPOLIS";"PSB";"8";"0,001"
"PR";"ADRIANÓPOLIS";"PSC";"79";"0,008"
"PR";"ADRIANÓPOLIS";"PSD";"57";"0,005"
"PR";"ADRIANÓPOLIS";"PSDB";"256";"0,025"
"PR";"ADRIANÓPOLIS";"PSL";"144";"0,014"
"PR";"ADRIANÓPOLIS";"PT";"89";"0,009"
"PR";"ADRIANÓPOLIS";"PTB";"62";"0,006"
"PR";"ADRIANÓPOLIS";"PTC";"8";"0,001"
"PR";"ADRIANÓPOLIS";"SD";"123";"0,012"
"PR";"AGUDOS DO SUL";"DEM";"163";"0,016"
"PR";"AGUDOS DO SUL";"MDB";"287";"0,028"
"PR";"AGUDOS DO SUL";"NOVO";"1";"0,000"
"PR";"AGUDOS DO SUL";"PATRI";"1";"0,000"
"PR";"AGUDOS DO SUL";"PDT";"179";"0,017"
"PR";"AGUDOS DO SUL";"PMN";"1";"0,000"
"PR";"AGUDOS DO SUL";"PODE";"1";"0,000"
"PR";"AGUDOS DO SUL";"PP";"158";"0,015"
"PR";"AGUDOS DO SUL";"PPS";"4";"0,000"
"PR";"AGUDOS DO SUL";"PR";"26";"0,002"
"PR";"AGUDOS DO SUL";"PRB";"17";"0,002"
"PR";"AGUDOS DO SUL";"PROS";"25";"0,002"
"PR";"AGUDOS DO SUL";"PRP";"3";"0,000"
"PR";"AGUDOS DO SUL";"PRTB";"6";"0,001"
"PR";"AGUDOS DO SUL";"PSB";"57";"0,005"
"PR";"AGUDOS DO SUL";"PSC";"76";"0,007"
"PR";"AGUDOS DO SUL";"PSD";"61";"0,006"
"PR";"AGUDOS DO SUL";"PSDB";"140";"0,013"
"PR";"AGUDOS DO SUL";"PSL";"72";"0,007"
"PR";"AGUDOS DO SUL";"PT";"118";"0,011"
"PR";"AGUDOS DO SUL";"PTB";"65";"0,006"
"PR";"AGUDOS DO SUL";"PTC";"1";"0,000"
"PR";"AGUDOS DO SUL";"SD";"41";"0,004"
"PR";"ALMIRANTE TAMANDARÉ";"AVANTE";"194";"0,019"
"PR";"ALMIRANTE TAMANDARÉ";"DC";"161";"0,015"
"PR";"ALMIRANTE TAMANDARÉ";"DEM";"492";"0,047"
"PR";"ALMIRANTE TAMANDARÉ";"MDB";"418";"0,040"
"PR";"ALMIRANTE TAMANDARÉ";"NOVO";"1";"0,000"
"PR";"ALMIRANTE TAMANDARÉ";"PATRI";"39";"0,004"
"PR";"ALMIRANTE TAMANDARÉ";"PC DO B";"41";"0,004"
"PR";"ALMIRANTE TAMANDARÉ";"PDT";"272";"0,026"
"PR";"ALMIRANTE TAMANDARÉ";"PHS";"46";"0,004"
"PR";"ALMIRANTE TAMANDARÉ";"PMB";"14";"0,001"
