"UF";"Abrangência";"Partido";"Eleitores";"%"
"MS";"ÁGUA CLARA";"AVANTE";"32";"0,010"
"MS";"ÁGUA CLARA";"DC";"1";"0,000"
"MS";"ÁGUA CLARA";"DEM";"124";"0,040"
"MS";"ÁGUA CLARA";"MDB";"174";"0,057"
"MS";"ÁGUA CLARA";"PATRI";"22";"0,007"
"MS";"ÁGUA CLARA";"PC DO B";"1";"0,000"
"MS";"ÁGUA CLARA";"PDT";"120";"0,039"
"MS";"ÁGUA CLARA";"PHS";"11";"0,004"
"MS";"ÁGUA CLARA";"PMB";"1";"0,000"
"MS";"ÁGUA CLARA";"PMN";"57";"0,019"
"MS";"ÁGUA CLARA";"PP";"56";"0,018"
"MS";"ÁGUA CLARA";"PPS";"109";"0,035"
"MS";"ÁGUA CLARA";"PR";"242";"0,079"
"MS";"ÁGUA CLARA";"PRB";"38";"0,012"
"MS";"ÁGUA CLARA";"PRP";"28";"0,009"
"MS";"ÁGUA CLARA";"PSB";"53";"0,017"
"MS";"ÁGUA CLARA";"PSC";"28";"0,009"
"MS";"ÁGUA CLARA";"PSD";"7";"0,002"
"MS";"ÁGUA CLARA";"PSDB";"229";"0,074"
"MS";"ÁGUA CLARA";"PSL";"14";"0,005"
"MS";"ÁGUA CLARA";"PSTU";"1";"0,000"
"MS";"ÁGUA CLARA";"PT";"208";"0,068"
"MS";"ÁGUA CLARA";"PTB";"328";"0,107"
"MS";"ÁGUA CLARA";"PTC";"5";"0,002"
"MS";"ÁGUA CLARA";"PV";"17";"0,006"
"MS";"ÁGUA CLARA";"SD";"145";"0,047"
"MS";"ALCINÓPOLIS";"DEM";"249";"0,081"
"MS";"ALCINÓPOLIS";"MDB";"224";"0,073"
"MS";"ALCINÓPOLIS";"PATRI";"3";"0,001"
"MS";"ALCINÓPOLIS";"PDT";"140";"0,045"
"MS";"ALCINÓPOLIS";"PP";"35";"0,011"
"MS";"ALCINÓPOLIS";"PPS";"21";"0,007"
"MS";"ALCINÓPOLIS";"PR";"193";"0,063"
"MS";"ALCINÓPOLIS";"PRB";"1";"0,000"
