"UF";"Abrangência";"Partido";"Eleitores";"%"
"BA";"ABAÍRA";"AVANTE";"1";"0,000"
"BA";"ABAÍRA";"CIDADANIA";"1";"0,000"
"BA";"ABAÍRA";"DEM";"77";"0,008"
"BA";"ABAÍRA";"MDB";"63";"0,007"
"BA";"ABAÍRA";"PATRIOTA";"1";"0,000"
"BA";"ABAÍRA";"PCDOB";"11";"0,001"
"BA";"ABAÍRA";"PDT";"58";"0,006"
"BA";"ABAÍRA";"PL";"51";"0,005"
"BA";"ABAÍRA";"PMN";"1";"0,000"
"BA";"ABAÍRA";"PODE";"25";"0,003"
"BA";"ABAÍRA";"PP";"69";"0,007"
"BA";"ABAÍRA";"PROS";"3";"0,000"
"BA";"ABAÍRA";"PSB";"107";"0,011"
"BA";"ABAÍRA";"PSC";"4";"0,000"
"BA";"ABAÍRA";"PSD";"6";"0,001"
"BA";"ABAÍRA";"PSDB";"34";"0,004"
"BA";"ABAÍRA";"PSOL";"2";"0,000"
"BA";"ABAÍRA";"PT";"82";"0,009"
"BA";"ABAÍRA";"PTB";"63";"0,007"
"BA";"ABAÍRA";"PV";"23";"0,002"
"BA";"ABAÍRA";"REPUBLICANOS";"23";"0,002"
"BA";"ABAÍRA";"UP";"1";"0,000"
"BA";"ABARÉ";"CIDADANIA";"17";"0,002"
"BA";"ABARÉ";"DC";"1";"0,000"
"BA";"ABARÉ";"DEM";"218";"0,023"
"BA";"ABARÉ";"MDB";"325";"0,034"
"BA";"ABARÉ";"PATRIOTA";"29";"0,003"
"BA";"ABARÉ";"PCDOB";"62";"0,006"
"BA";"ABARÉ";"PDT";"41";"0,004"
"BA";"ABARÉ";"PL";"83";"0,009"
"BA";"ABARÉ";"PMN";"83";"0,009"
"BA";"ABARÉ";"PODE";"96";"0,010"
"BA";"ABARÉ";"PP";"124";"0,013"
"BA";"ABARÉ";"PROS";"1";"0,000"
"BA";"ABARÉ";"PSB";"35";"0,004"
"BA";"ABARÉ";"PSC";"34";"0,004"
"BA";"ABARÉ";"PSD";"59";"0,006"
"BA";"ABARÉ";"PSDB";"95";"0,010"
"BA";"ABARÉ";"PSL";"2";"0,000"
"BA";"ABARÉ";"PSOL";"12";"0,001"
"BA";"ABARÉ";"PT";"154";"0,016"
"BA";"ABARÉ";"PTB";"105";"0,011"
"BA";"ABARÉ";"PTC";"56";"0,006"
"BA";"ABARÉ";"PV";"108";"0,011"
"BA";"ABARÉ";"REPUBLICANOS";"10";"0,001"
"BA";"ABARÉ";"SOLIDARIEDADE";"4";"0,000"
"BA";"ACAJUTIBA";"AVANTE";"33";"0,003"
"BA";"ACAJUTIBA";"CIDADANIA";"9";"0,001"
"BA";"ACAJUTIBA";"DC";"4";"0,000"
"BA";"ACAJUTIBA";"DEM";"97";"0,010"
"BA";"ACAJUTIBA";"MDB";"111";"0,012"
"BA";"ACAJUTIBA";"PATRIOTA";"78";"0,008"
"BA";"ACAJUTIBA";"PCDOB";"34";"0,004"
"BA";"ACAJUTIBA";"PDT";"32";"0,003"
"BA";"ACAJUTIBA";"PL";"39";"0,004"
"BA";"ACAJUTIBA";"PMB";"8";"0,001"
"BA";"ACAJUTIBA";"PMN";"3";"0,000"
"BA";"ACAJUTIBA";"PODE";"71";"0,007"
"BA";"ACAJUTIBA";"PP";"104";"0,011"
"BA";"ACAJUTIBA";"PROS";"13";"0,001"
"BA";"ACAJUTIBA";"PRTB";"24";"0,002"
"BA";"ACAJUTIBA";"PSB";"42";"0,004"
"BA";"ACAJUTIBA";"PSC";"53";"0,006"
"BA";"ACAJUTIBA";"PSD";"50";"0,005"
"BA";"ACAJUTIBA";"PSDB";"95";"0,010"
"BA";"ACAJUTIBA";"PSL";"7";"0,001"
"BA";"ACAJUTIBA";"PSOL";"73";"0,008"
"BA";"ACAJUTIBA";"PT";"107";"0,011"
"BA";"ACAJUTIBA";"PTB";"54";"0,006"
"BA";"ACAJUTIBA";"PTC";"93";"0,010"
"BA";"ACAJUTIBA";"PV";"47";"0,005"
"BA";"ACAJUTIBA";"REPUBLICANOS";"54";"0,006"
"BA";"ACAJUTIBA";"SOLIDARIEDADE";"65";"0,007"
"BA";"ADUSTINA";"AVANTE";"29";"0,003"
"BA";"ADUSTINA";"CIDADANIA";"58";"0,006"
"BA";"ADUSTINA";"DC";"1";"0,000"
"BA";"ADUSTINA";"DEM";"117";"0,012"
"BA";"ADUSTINA";"MDB";"154";"0,016"
"BA";"ADUSTINA";"PATRIOTA";"84";"0,009"
"BA";"ADUSTINA";"PCDOB";"95";"0,010"
"BA";"ADUSTINA";"PDT";"100";"0,010"
